timestamp,sat_id,battery_voltage,subsystem_temp_c,gyro_drift_deg_hr,dosimeter_count,storm_severity,risk_score
2026-08-30 06:46:00+00:00,SAT-001,27.04,28.938,0.2594,48.67,1,10.2334
2026-08-30 06:47:00+00:00,SAT-001,26.96,28.783,0.2986,59.57,1,11.9522
2026-08-30 06:48:00+00:00,SAT-001,27.018,28.769,0.2793,67.72,1,12.3148
2026-08-30 06:49:00+00:00,SAT-001,27.09,28.062,0.3826,54.94,1,12.996
2026-08-30 06:50:00+00:00,SAT-001,27.515,27.286,0.2907,59.07,1,11.5426
2026-08-30 06:51:00+00:00,SAT-001,26.591,29.976,0.3053,53.29,1,11.6557
2026-08-30 06:52:00+00:00,SAT-001,26.513,28.599,0.3084,66.28,1,12.9101
2026-08-30 06:53:00+00:00,SAT-001,26.925,30.162,0.4298,64.02,1,14.8084
2026-08-30 06:54:00+00:00,SAT-001,26.54,28.581,0.3841,62.16,1,13.8922
2026-08-30 06:55:00+00:00,SAT-001,26.834,30.957,0.4319,46.52,1,13.7062
2026-08-30 06:56:00+00:00,SAT-001,27.45,29.301,0.3235,62.25,1,12.4459
2026-08-30 06:57:00+00:00,SAT-001,27.341,26.382,0.3989,48.19,1,12.5811
2026-08-30 06:58:00+00:00,SAT-001,27.682,27.933,0.1319,60.25,1,8.7237
2026-08-30 06:59:00+00:00,SAT-001,26.405,27.356,0.4342,52.53,1,13.9808
2026-08-30 07:00:00+00:00,SAT-001,27.319,25.594,0.3648,48.14,1,11.971
2026-08-30 07:01:00+00:00,SAT-001,27.68,27.064,0.4388,62.39,1,14.4414
2026-08-30 07:02:00+00:00,SAT-001,28.179,26.813,0.2976,45.64,1,10.1929
2026-08-30 07:03:00+00:00,SAT-001,27.377,29.884,0.3524,45.37,1,11.4749
2026-08-30 07:04:00+00:00,SAT-001,27.456,27.968,0.2039,57.67,1,9.8771
2026-08-30 07:05:00+00:00,SAT-001,27.802,26.393,0.3555,56.44,1,12.3578
2026-08-30 07:06:00+00:00,SAT-001,27.256,28.288,0.3403,54.67,1,12.1443
2026-08-30 07:07:00+00:00,SAT-001,26.763,26.905,0.3185,63.7,1,12.7597
2026-08-30 07:08:00+00:00,SAT-001,26.673,29.128,0.3224,53.55,1,11.9531
2026-08-30 07:09:00+00:00,SAT-001,27.265,31.029,0.3586,57.41,1,13.2304
2026-08-30 07:10:00+00:00,SAT-001,28.131,27.039,0.2639,56.23,1,10.5579
2026-08-30 07:11:00+00:00,SAT-001,27.772,28.173,0.4038,47.63,1,12.4458
2026-08-30 07:12:00+00:00,SAT-001,26.959,28.595,0.3304,48.71,1,11.5471
2026-08-30 07:13:00+00:00,SAT-001,26.954,28.908,0.2766,54.33,1,11.0867
2026-08-30 07:14:00+00:00,SAT-001,27.046,29.851,0.3096,60.82,1,12.2289
2026-08-30 07:15:00+00:00,SAT-001,27.344,28.963,0.2675,51.0,1,10.4674
2026-08-30 07:16:00+00:00,SAT-001,26.827,29.738,0.3708,56.26,1,13.007
2026-08-30 07:17:00+00:00,SAT-001,27.181,29.935,0.4044,66.73,1,14.4116
2026-08-30 07:18:00+00:00,SAT-001,27.157,29.309,0.334,59.02,1,12.4601
2026-08-30 07:19:00+00:00,SAT-001,27.24,28.805,0.5377,69.07,1,16.9981
2026-08-30 07:20:00+00:00,SAT-001,27.139,29.477,0.4281,60.64,1,14.3077
2026-08-30 07:21:00+00:00,SAT-001,27.408,27.299,0.3698,55.72,1,12.7088
2026-08-30 07:22:00+00:00,SAT-001,27.275,28.748,0.4691,48.9,1,13.9339
2026-08-30 07:23:00+00:00,SAT-001,27.066,28.924,0.404,67.49,1,14.5206
2026-08-30 07:24:00+00:00,SAT-001,28.169,27.201,0.4477,41.35,1,12.5117
2026-08-30 07:25:00+00:00,SAT-001,27.15,29.173,0.4829,56.59,1,14.9249
2026-08-30 07:26:00+00:00,SAT-001,26.432,28.366,0.3372,59.97,1,12.8936
2026-08-30 07:27:00+00:00,SAT-001,28.011,29.428,0.3709,58.51,1,12.7371
2026-08-30 07:28:00+00:00,SAT-001,27.717,29.977,0.3754,54.87,1,12.6088
2026-08-30 07:29:00+00:00,SAT-001,26.921,28.242,0.355,46.32,1,11.7902
2026-08-30 07:30:00+00:00,SAT-001,27.211,29.58,0.3087,54.79,1,11.6041
2026-08-30 07:31:00+00:00,SAT-001,26.256,28.429,0.4625,30.47,1,12.5658
2026-08-30 07:32:00+00:00,SAT-001,26.795,29.709,0.3364,61.61,1,12.8818
2026-08-30 07:33:00+00:00,SAT-001,27.251,31.916,0.363,64.03,1,14.3538
2026-08-30 07:34:00+00:00,SAT-001,27.555,29.569,0.4683,55.93,1,14.4413
2026-08-30 07:35:00+00:00,SAT-001,27.727,26.855,0.2823,46.03,1,10.133
2026-08-30 07:36:00+00:00,SAT-001,27.294,29.346,0.3767,50.83,1,12.4372
2026-08-30 07:37:00+00:00,SAT-001,27.693,24.701,0.3247,44.46,1,10.7695
2026-08-30 07:38:00+00:00,SAT-001,27.456,28.81,0.4102,74.91,1,15.1424
2026-08-30 07:39:00+00:00,SAT-001,27.407,28.664,0.373,71.22,1,14.1618
2026-08-30 07:40:00+00:00,SAT-001,26.702,30.969,0.4617,54.96,1,15.0603
2026-08-30 07:41:00+00:00,SAT-001,27.621,30.114,0.3366,54.34,1,11.9567
2026-08-30 07:42:00+00:00,SAT-001,26.809,27.594,0.4025,55.3,1,13.4993
2026-08-30 07:43:00+00:00,SAT-001,26.976,26.771,0.329,57.45,1,12.303
2026-08-30 07:44:00+00:00,SAT-001,27.762,27.811,0.4237,61.24,1,14.0335
2026-08-30 07:45:00+00:00,SAT-001,26.836,29.989,0.4042,58.68,1,13.8231
2026-08-30 07:46:00+00:00,SAT-001,27.797,30.469,0.4554,51.15,1,13.9158
2026-08-30 07:47:00+00:00,SAT-001,27.281,26.458,0.4536,52.39,1,13.9664
2026-08-30 07:48:00+00:00,SAT-001,27.584,31.818,0.4125,58.29,1,14.5477
2026-08-30 07:49:00+00:00,SAT-001,27.426,30.279,0.4122,66.19,1,14.5448
2026-08-30 07:50:00+00:00,SAT-001,27.625,30.204,0.4181,40.68,1,12.2389
2026-08-30 07:51:00+00:00,SAT-001,27.911,27.546,0.2923,62.04,1,11.6807
2026-08-30 07:52:00+00:00,SAT-001,27.975,27.104,0.3878,53.62,1,12.6167
2026-08-30 07:53:00+00:00,SAT-001,27.77,28.796,0.2791,43.72,1,9.8501
2026-08-30 07:54:00+00:00,SAT-001,27.264,29.204,0.4824,46.45,1,13.9589
2026-08-30 07:55:00+00:00,SAT-001,27.427,28.339,0.4483,68.87,1,15.2973
2026-08-30 07:56:00+00:00,SAT-001,27.169,26.512,0.5062,57.67,1,15.4345
2026-08-30 07:57:00+00:00,SAT-001,27.307,28.28,0.2293,59.07,1,10.5213
2026-08-30 07:58:00+00:00,SAT-001,27.319,28.801,0.2046,66.33,1,10.726
2026-08-30 07:59:00+00:00,SAT-001,27.381,27.297,0.2775,64.35,1,11.8342
2026-08-30 08:00:00+00:00,SAT-001,27.452,30.017,0.3034,62.31,1,12.0964
2026-08-30 08:01:00+00:00,SAT-001,27.272,31.517,0.2559,51.42,1,11.0843
2026-08-30 08:02:00+00:00,SAT-001,25.869,26.221,0.3702,55.13,1,13.2773
2026-08-30 08:03:00+00:00,SAT-001,28.171,28.27,0.4381,61.51,1,14.1532
2026-08-30 08:04:00+00:00,SAT-001,27.484,27.873,0.4298,63.06,1,14.4179
2026-08-30 08:05:00+00:00,SAT-001,27.659,29.786,0.4924,48.6,1,14.1735
2026-08-30 08:06:00+00:00,SAT-001,27.136,31.522,0.3317,63.0,1,13.5476
2026-08-30 08:07:00+00:00,SAT-001,28.243,29.031,0.3277,52.32,1,11.3098
2026-08-30 08:08:00+00:00,SAT-001,26.672,27.277,0.3882,44.99,1,12.3677
2026-08-30 08:09:00+00:00,SAT-001,27.345,30.99,0.3419,45.23,1,11.7827
2026-08-30 08:10:00+00:00,SAT-001,27.154,26.993,0.3301,46.35,1,11.2512
2026-08-30 08:11:00+00:00,SAT-001,27.214,27.587,0.2309,67.29,1,11.3272
2026-08-30 08:12:00+00:00,SAT-001,26.898,29.845,0.319,52.8,1,11.7357
2026-08-30 08:13:00+00:00,SAT-001,28.095,27.847,0.2664,43.74,1,9.4929
2026-08-30 08:14:00+00:00,SAT-001,26.395,28.358,0.3069,42.04,1,10.75
2026-08-30 08:15:00+00:00,SAT-001,27.871,27.222,0.3683,39.08,1,10.9974
2026-08-30 08:16:00+00:00,SAT-001,27.706,29.46,0.5073,62.29,1,15.6551
2026-08-30 08:17:00+00:00,SAT-001,26.89,28.885,0.4303,67.87,1,15.0983
2026-08-30 08:18:00+00:00,SAT-001,27.512,27.865,0.3,52.25,1,11.0982
2026-08-30 08:19:00+00:00,SAT-001,26.748,28.285,0.3415,52.91,1,12.2105
2026-08-30 08:20:00+00:00,SAT-001,26.541,25.147,0.2584,55.46,1,11.0258
2026-08-30 08:21:00+00:00,SAT-001,26.556,27.977,0.26,57.79,1,11.2594
2026-08-30 08:22:00+00:00,SAT-001,26.992,27.373,0.3612,66.0,1,13.6448
2026-08-30 08:23:00+00:00,SAT-001,27.519,27.944,0.2219,59.19,1,10.3144
2026-08-30 08:24:00+00:00,SAT-001,27.222,26.134,0.2834,50.25,1,10.7361
2026-08-30 08:25:00+00:00,SAT-001,27.435,29.905,0.3677,59.89,1,13.0342
2026-08-30 08:26:00+00:00,SAT-001,27.537,28.232,0.4124,52.7,1,13.1508
2026-08-30 08:27:00+00:00,SAT-001,27.666,27.115,0.2601,47.72,1,9.9106
2026-08-30 08:28:00+00:00,SAT-001,27.026,25.912,0.3443,57.27,1,12.5401
2026-08-30 08:29:00+00:00,SAT-001,27.043,27.364,0.3844,45.69,1,12.2139
2026-08-30 08:30:00+00:00,SAT-001,28.318,28.361,0.4531,62.37,1,14.4424
2026-08-30 08:31:00+00:00,SAT-001,27.967,26.425,0.4941,61.85,1,15.2738
2026-08-30 08:32:00+00:00,SAT-001,26.81,30.461,0.4538,50.04,1,14.1791
2026-08-30 08:33:00+00:00,SAT-001,26.984,28.138,0.3021,52.68,1,11.3857
2026-08-30 08:34:00+00:00,SAT-001,28.194,29.376,0.368,55.18,1,12.3122
2026-08-30 08:35:00+00:00,SAT-001,26.847,28.387,0.3537,69.94,1,13.9214
2026-08-30 08:36:00+00:00,SAT-001,27.388,31.405,0.3773,54.62,1,13.4542
2026-08-30 08:37:00+00:00,SAT-001,27.697,28.198,0.3019,62.66,1,11.9954
2026-08-30 08:38:00+00:00,SAT-001,27.246,31.685,0.4634,52.35,1,14.9978
2026-08-30 08:39:00+00:00,SAT-001,27.63,29.395,0.4643,69.48,1,15.5585
2026-08-30 08:40:00+00:00,SAT-001,27.76,27.241,0.2617,51.0,1,10.1976
2026-08-30 08:41:00+00:00,SAT-001,27.161,27.167,0.3185,63.14,1,12.5513
2026-08-30 08:42:00+00:00,SAT-001,27.301,30.173,0.2312,56.62,1,10.4241
2026-08-30 08:43:00+00:00,SAT-001,27.209,29.134,0.2212,66.95,1,11.1221
2026-08-30 08:44:00+00:00,SAT-001,27.741,25.668,0.3706,55.18,1,12.5409
2026-08-30 08:45:00+00:00,SAT-001,26.478,28.501,0.4647,42.29,1,13.5805
2026-08-30 08:46:00+00:00,SAT-001,27.2,28.17,0.3736,48.71,1,12.2292
2026-08-30 08:47:00+00:00,SAT-001,27.808,25.991,0.1703,61.87,1,9.5097
2026-08-30 08:48:00+00:00,SAT-001,27.832,31.019,0.4119,40.58,1,12.442
2026-08-30 08:49:00+00:00,SAT-001,27.279,28.16,0.4781,55.54,1,14.6934
2026-08-30 08:50:00+00:00,SAT-001,27.49,27.887,0.3948,59.41,1,13.4567
2026-08-30 08:51:00+00:00,SAT-001,26.96,28.549,0.4424,55.1,1,14.1389
2026-08-30 08:52:00+00:00,SAT-001,26.926,28.189,0.4036,66.26,1,14.4574
2026-08-30 08:53:00+00:00,SAT-001,28.068,27.554,0.4839,56.13,1,14.5352
2026-08-30 08:54:00+00:00,SAT-001,28.373,30.662,0.2906,54.62,1,11.1285
2026-08-30 08:55:00+00:00,SAT-001,26.04,28.707,0.3126,48.82,1,11.6046
2026-08-30 08:56:00+00:00,SAT-001,27.876,29.469,0.4082,60.37,1,13.6294
2026-08-30 08:57:00+00:00,SAT-001,28.599,26.883,0.4689,48.44,1,13.3606
2026-08-30 08:58:00+00:00,SAT-001,27.349,29.33,0.142,57.3,1,8.7737
2026-08-30 08:59:00+00:00,SAT-001,27.051,29.187,0.4955,50.24,1,14.6208
2026-08-30 09:00:00+00:00,SAT-001,27.58,31.644,0.2941,56.0,1,12.1237
2026-08-30 09:01:00+00:00,SAT-001,27.419,28.611,0.3577,49.16,1,11.8944
2026-08-30 09:02:00+00:00,SAT-001,28.281,27.607,0.3506,36.99,1,10.3283
2026-08-30 09:03:00+00:00,SAT-001,27.443,29.799,0.2875,53.66,1,11.028
2026-08-30 09:04:00+00:00,SAT-001,27.27,28.652,0.232,47.92,1,9.5808
2026-08-30 09:05:00+00:00,SAT-001,27.051,29.124,0.2824,59.62,1,11.6297
2026-08-30 09:06:00+00:00,SAT-001,27.6,26.377,0.4216,66.91,1,14.57
2026-08-30 09:07:00+00:00,SAT-001,26.954,29.25,0.3168,46.22,1,11.0807
2026-08-30 09:08:00+00:00,SAT-001,26.836,30.144,0.456,45.84,1,13.6717
2026-08-30 09:09:00+00:00,SAT-001,26.803,29.259,0.498,64.3,1,16.0305
2026-08-30 09:10:00+00:00,SAT-001,26.813,28.395,0.4706,58.75,1,15.0331
2026-08-30 09:11:00+00:00,SAT-001,25.88,29.491,0.4141,65.58,1,15.0041
2026-08-30 09:12:00+00:00,SAT-001,26.562,27.658,0.4823,47.36,1,14.3199
2026-08-30 09:13:00+00:00,SAT-001,27.349,27.604,0.5603,60.89,1,16.626
2026-08-30 09:14:00+00:00,SAT-001,27.036,29.881,0.3562,63.49,1,13.3117
2026-08-30 09:15:00+00:00,SAT-001,28.026,28.69,0.4213,67.95,1,14.4877
2026-08-30 09:16:00+00:00,SAT-001,27.793,28.587,0.459,50.26,1,13.6684
2026-08-30 09:17:00+00:00,SAT-001,27.284,26.931,0.3832,64.26,1,13.7677
2026-08-30 09:18:00+00:00,SAT-001,27.303,26.845,0.2855,34.56,1,9.3273
2026-08-30 09:19:00+00:00,SAT-001,26.914,28.216,0.3667,40.54,1,11.483
2026-08-30 09:20:00+00:00,SAT-001,28.0,28.433,0.4554,49.22,1,13.4273
2026-08-30 09:21:00+00:00,SAT-001,27.395,28.111,0.3319,55.27,1,11.9904
2026-08-30 09:22:00+00:00,SAT-001,27.091,28.981,0.4266,65.39,1,14.7283
2026-08-30 09:23:00+00:00,SAT-001,27.123,29.205,0.3055,47.52,1,10.9271
2026-08-30 09:24:00+00:00,SAT-001,27.344,27.456,0.4391,55.69,1,13.9786
2026-08-30 09:25:00+00:00,SAT-001,27.691,28.347,0.3,38.25,1,9.7655
2026-08-30 09:26:00+00:00,SAT-001,26.753,28.393,0.2234,56.62,1,10.4154
2026-08-30 09:27:00+00:00,SAT-001,27.05,25.269,0.4438,58.61,1,14.4429
2026-08-30 09:28:00+00:00,SAT-001,27.306,27.119,0.4007,55.89,1,13.3207
2026-08-30 09:29:00+00:00,SAT-001,26.717,28.138,0.4153,50.98,1,13.3771
2026-08-30 09:30:00+00:00,SAT-001,27.234,30.826,0.4097,51.07,1,13.49
2026-08-30 09:31:00+00:00,SAT-001,27.448,30.658,0.2774,43.75,1,10.2802
2026-08-30 09:32:00+00:00,SAT-001,27.951,27.593,0.3977,56.94,1,13.1024
2026-08-30 09:33:00+00:00,SAT-001,27.697,30.733,0.4418,62.18,1,14.8363
2026-08-30 09:34:00+00:00,SAT-001,26.771,31.23,0.392,38.83,1,12.4582
2026-08-30 09:35:00+00:00,SAT-001,27.486,26.956,0.3639,54.79,1,12.4873
2026-08-30 09:36:00+00:00,SAT-001,28.079,27.364,0.2789,55.62,1,10.7937
2026-08-30 09:37:00+00:00,SAT-001,27.35,28.943,0.385,52.47,1,12.7132
2026-08-30 09:38:00+00:00,SAT-001,27.108,30.184,0.2629,50.36,1,10.5128
2026-08-30 09:39:00+00:00,SAT-001,27.015,29.923,0.3785,60.62,1,13.4631
2026-08-30 09:40:00+00:00,SAT-001,27.087,28.09,0.4152,67.49,1,14.7127
2026-08-30 09:41:00+00:00,SAT-001,27.866,28.777,0.2391,42.13,1,8.9485
2026-08-30 09:42:00+00:00,SAT-001,27.784,29.485,0.2106,27.02,1,7.1083
2026-08-30 09:43:00+00:00,SAT-001,26.636,28.884,0.3771,46.21,1,12.2921
2026-08-30 09:44:00+00:00,SAT-001,27.039,29.014,0.4239,51.59,1,13.4586
2026-08-30 09:45:00+00:00,SAT-001,27.616,26.872,0.3616,54.42,1,12.3596
2026-08-30 09:46:00+00:00,SAT-001,27.397,26.724,0.4657,58.19,1,14.6606
2026-08-30 09:47:00+00:00,SAT-001,27.864,28.456,0.5331,53.28,1,15.2452
2026-08-30 09:48:00+00:00,SAT-001,27.664,29.68,0.4392,65.03,1,14.6931
2026-08-30 09:49:00+00:00,SAT-001,27.837,27.038,0.5348,50.31,1,15.0192
2026-08-30 09:50:00+00:00,SAT-001,27.295,25.349,0.296,71.21,1,12.8193
2026-08-30 09:51:00+00:00,SAT-001,27.617,26.431,0.4437,64.51,1,14.746
2026-08-30 09:52:00+00:00,SAT-001,28.038,27.121,0.4377,41.61,1,12.4089
2026-08-30 09:53:00+00:00,SAT-001,27.271,30.756,0.4862,57.79,1,15.4223
2026-08-30 09:54:00+00:00,SAT-001,27.0,28.758,0.3593,64.24,1,13.4486
2026-08-30 09:55:00+00:00,SAT-001,26.863,31.181,0.4166,40.73,1,13.0105
2026-08-30 09:56:00+00:00,SAT-001,27.722,27.563,0.3054,57.64,1,11.5959
2026-08-30 09:57:00+00:00,SAT-001,26.833,27.994,0.3408,52.92,1,12.165
2026-08-30 09:58:00+00:00,SAT-001,27.908,30.943,0.2952,51.35,1,11.2442
2026-08-30 09:59:00+00:00,SAT-001,27.642,29.029,0.4332,51.41,1,13.3691
2026-08-30 10:00:00+00:00,SAT-001,27.865,29.168,0.359,64.76,1,13.1453
2026-08-30 10:01:00+00:00,SAT-001,26.861,29.527,0.2845,56.58,1,11.4685
2026-08-30 10:02:00+00:00,SAT-001,26.861,27.529,0.2809,61.22,1,11.8221
2026-08-30 10:03:00+00:00,SAT-001,27.209,28.563,0.3355,39.45,1,10.7055
2026-08-30 10:04:00+00:00,SAT-001,26.523,28.652,0.3182,45.75,1,11.2368
2026-08-30 10:05:00+00:00,SAT-001,26.887,28.253,0.4287,67.04,1,14.9947
2026-08-30 10:06:00+00:00,SAT-001,27.751,29.019,0.3643,60.09,1,12.8662
2026-08-30 10:07:00+00:00,SAT-001,27.053,29.015,0.2953,58.23,1,11.7355
2026-08-30 10:08:00+00:00,SAT-001,27.667,29.6,0.3303,50.1,1,11.3878
2026-08-30 10:09:00+00:00,SAT-001,28.446,27.731,0.4587,52.58,1,13.6102
2026-08-30 10:10:00+00:00,SAT-001,27.08,29.114,0.3107,46.8,1,10.9719
2026-08-30 10:11:00+00:00,SAT-001,27.394,27.827,0.3295,63.97,1,12.7306
2026-08-30 10:12:00+00:00,SAT-001,27.101,27.737,0.3758,56.14,1,12.976
2026-08-30 10:13:00+00:00,SAT-001,27.294,27.698,0.3248,63.77,1,12.6683
2026-08-30 10:14:00+00:00,SAT-001,27.364,28.539,0.2835,49.21,1,10.5856
2026-08-30 10:15:00+00:00,SAT-001,27.96,29.318,0.418,66.84,1,14.3559
2026-08-30 10:16:00+00:00,SAT-001,27.692,26.201,0.4605,42.13,1,13.0031
2026-08-30 10:17:00+00:00,SAT-001,26.676,26.386,0.366,53.84,1,12.7631
2026-08-30 10:18:00+00:00,SAT-001,26.743,27.923,0.3053,63.08,1,12.4751
2026-08-30 10:19:00+00:00,SAT-001,27.169,26.29,0.5679,65.14,1,17.2167
2026-08-30 10:20:00+00:00,SAT-001,27.836,28.85,0.2793,51.57,1,10.5346
2026-08-30 10:21:00+00:00,SAT-001,26.562,25.56,0.3756,52.14,1,12.8287
2026-08-30 10:22:00+00:00,SAT-001,27.584,28.099,0.3989,58.65,1,13.4257
2026-08-30 10:23:00+00:00,SAT-001,26.55,28.099,0.3448,58.46,1,12.848
2026-08-30 10:24:00+00:00,SAT-001,27.83,26.067,0.1844,56.73,1,9.2928
2026-08-30 10:25:00+00:00,SAT-001,27.125,27.274,0.1769,57.72,1,9.5293
2026-08-30 10:26:00+00:00,SAT-001,26.971,28.927,0.3503,55.44,1,12.5073
2026-08-30 10:27:00+00:00,SAT-001,26.146,30.003,0.3836,55.98,1,13.4851
2026-08-30 10:28:00+00:00,SAT-001,27.315,26.012,0.3294,57.18,1,12.149
2026-08-30 10:29:00+00:00,SAT-001,27.25,28.046,0.4241,58.63,1,14.0115
2026-08-30 10:30:00+00:00,SAT-001,28.001,28.87,0.3422,56.2,1,12.017
2026-08-30 10:31:00+00:00,SAT-001,26.759,28.299,0.3858,62.95,1,13.9061
2026-08-30 10:32:00+00:00,SAT-001,27.056,27.236,0.4374,55.61,1,14.0561
2026-08-30 10:33:00+00:00,SAT-001,27.532,27.503,0.2882,74.54,1,12.8837
2026-08-30 10:34:00+00:00,SAT-001,27.793,27.412,0.2984,43.62,1,10.1793
2026-08-30 10:35:00+00:00,SAT-001,27.66,28.739,0.3003,42.75,1,10.1881
2026-08-30 10:36:00+00:00,SAT-001,27.758,27.864,0.4296,45.7,1,12.7428
2026-08-30 10:37:00+00:00,SAT-001,27.596,30.231,0.3641,54.81,1,12.5637
2026-08-30 10:38:00+00:00,SAT-001,27.802,29.465,0.4003,62.31,1,13.6916
2026-08-30 10:39:00+00:00,SAT-001,27.567,28.605,0.3384,66.4,1,13.0411
2026-08-30 10:40:00+00:00,SAT-001,27.267,26.067,0.3578,60.29,1,12.9596
2026-08-30 10:41:00+00:00,SAT-001,27.176,26.155,0.4393,45.22,1,13.108
2026-08-30 10:42:00+00:00,SAT-001,27.683,28.288,0.4617,50.61,1,13.7927
2026-08-30 10:43:00+00:00,SAT-001,27.519,27.092,0.2958,44.35,1,10.3085
2026-08-30 10:44:00+00:00,SAT-001,27.458,30.767,0.3219,56.8,1,12.3059
2026-08-30 10:45:00+00:00,SAT-001,26.398,29.055,0.4429,61.87,1,14.9819
2026-08-30 10:46:00+00:00,SAT-001,27.158,26.076,0.4536,54.85,1,14.2389
2026-08-30 10:47:00+00:00,SAT-001,27.651,30.058,0.4201,50.66,1,13.0903
2026-08-30 10:48:00+00:00,SAT-001,27.628,26.324,0.3637,55.08,1,12.4534
2026-08-30 10:49:00+00:00,SAT-001,26.017,25.749,0.3202,55.63,1,12.3631
2026-08-30 10:50:00+00:00,SAT-001,28.731,28.178,0.2816,61.79,1,11.1385
2026-08-30 10:51:00+00:00,SAT-001,27.888,29.584,0.3211,44.46,1,10.6271
2026-08-30 10:52:00+00:00,SAT-001,27.453,30.335,0.3238,57.41,1,12.1819
2026-08-30 10:53:00+00:00,SAT-001,27.812,29.61,0.3741,37.9,1,11.0203
