timestamp,aspex_proton_flux,papa_wind_velocity,mag_bz_field
2026-08-06 14:42:54.164995,1e+31,471.25,5.15
2026-08-06 14:42:54.185046,0.66,680.53,-5.98
2026-08-06 14:42:54.189620,55.01,397.31,-1.26
2026-08-06 14:42:54.197242,1e+31,1e+31,0.7
2026-08-06 14:42:54.213886,0.04,420.75,7.49
2026-08-06 14:43:53.408300,44.92,407.99,0.13
2026-08-06 14:43:53.437296,1e+31,1e+31,0.57
2026-08-06 14:43:53.483805,45.41,475.91,5.57
2026-08-06 14:43:53.506605,0.09,378.33,-3.56
2026-08-06 14:43:53.514351,39.37,447.46,7.2
2026-08-06 14:43:53.539861,1e+31,1e+31,-2.23
2026-08-06 14:43:53.550038,43.57,459.61,2.53
2026-08-06 14:43:53.571293,1e+31,1e+31,-1.99
2026-08-06 14:43:53.579294,58.85,431.89,0.26
2026-08-06 14:43:53.599923,0.02,365.9,-7.68
2026-08-06 14:43:53.609105,49.71,409.43,-4.1
2026-08-06 14:43:53.633994,1e+31,1e+31,1.42
2026-08-06 14:43:53.643419,45.8,397.66,-3.49
2026-08-06 14:43:53.668734,0.05,370.15,-2.55
2026-08-06 14:43:53.678510,40.86,410.92,-1.61
2026-08-06 14:43:53.702780,1e+31,1e+31,-4.08
2026-08-06 14:43:53.711943,1e+31,436.45,-1.25
2026-08-06 14:43:53.733431,1e+31,1e+31,4.26
2026-08-06 14:43:53.742222,35.62,429.85,-2.6
2026-08-06 14:43:53.764028,0.08,328.17,0.55
2026-08-06 14:43:53.771736,48.03,472.91,-5.38
2026-08-06 14:43:53.794705,0.11,300.41,-2.2
2026-08-06 14:43:53.835278,1e+31,1e+31,2.2
2026-08-06 14:43:53.870368,0.08,403.89,-2.93
2026-08-06 14:43:53.900383,1e+31,1e+31,3.07
2026-08-06 14:43:53.923618,1e+31,1e+31,12.27
2026-08-06 14:43:53.946177,1e+31,1e+31,4.02
2026-08-06 14:43:53.966630,1e+31,1e+31,-4.81
2026-08-06 14:43:53.973895,49.38,394.23,5.9
2026-08-06 14:43:53.994022,0.1,361.5,1.82
2026-08-06 14:43:54.001517,53.74,448.57,-8.0
2026-08-06 14:43:54.019055,1e+31,1e+31,-5.35
2026-08-06 14:43:54.026170,51.09,446.75,0.62
2026-08-06 14:43:54.045054,1e+31,1e+31,7.54
2026-08-06 14:43:54.052143,39.5,445.5,-3.46
2026-08-06 14:43:54.072960,1e+31,1e+31,-1.64
2026-08-06 14:43:54.080319,42.37,403.27,3.37
2026-08-06 14:43:54.100738,0.02,428.56,-3.08
2026-08-06 14:43:54.108532,64.81,453.99,7.26
2026-08-06 14:43:54.127889,0.08,435.28,-1.41
2026-08-06 14:43:54.134894,46.21,436.39,4.05
2026-08-06 14:43:54.155143,1e+31,1e+31,7.31
2026-08-06 14:43:54.164995,1e+31,504.87,9.06
2026-08-06 14:43:54.185046,0.69,685.5,2.09
2026-08-06 14:43:54.189620,54.97,452.85,2.14
2026-08-06 14:43:54.197242,1e+31,1e+31,5.98
2026-08-06 14:43:54.213886,0.04,422.55,-2.06
2026-08-06 14:44:53.408300,44.92,428.56,-0.91
2026-08-06 14:44:53.437296,1e+31,1e+31,-0.27
2026-08-06 14:44:53.483805,45.54,408.85,-1.26
2026-08-06 14:44:53.506605,0.08,378.25,0.66
2026-08-06 14:44:53.514351,39.37,442.87,1.73
2026-08-06 14:44:53.539861,1e+31,1e+31,-0.96
2026-08-06 14:44:53.550038,43.57,464.6,-1.61
2026-08-06 14:44:53.571293,1e+31,1e+31,-5.2
2026-08-06 14:44:53.579294,58.85,457.85,8.38
2026-08-06 14:44:53.599923,0.02,364.71,2.34
2026-08-06 14:44:53.609105,49.71,397.92,3.15
2026-08-06 14:44:53.633994,1e+31,1e+31,6.22
2026-08-06 14:44:53.643419,45.8,412.24,10.21
2026-08-06 14:44:53.668734,0.05,369.37,-2.14
2026-08-06 14:44:53.678510,40.86,404.06,0.03
2026-08-06 14:44:53.702780,1e+31,1e+31,-7.97
2026-08-06 14:44:53.711943,1e+31,484.12,-4.05
2026-08-06 14:44:53.733431,1e+31,1e+31,3.67
2026-08-06 14:44:53.742222,35.78,434.9,-3.15
2026-08-06 14:44:53.764028,0.08,327.58,-2.68
2026-08-06 14:44:53.771736,48.03,411.23,2.04
2026-08-06 14:44:53.794705,0.13,295.96,8.0
2026-08-06 14:44:53.835278,0.07,465.37,-5.12
2026-08-06 14:44:53.870368,1e+31,1e+31,0.62
2026-08-06 14:44:53.900383,1e+31,1e+31,5.16
2026-08-06 14:44:53.923618,0.06,907.54,-6.42
2026-08-06 14:44:53.946177,0.23,813.55,7.95
2026-08-06 14:44:53.966630,1e+31,1e+31,-1.19
2026-08-06 14:44:53.973895,49.36,354.03,3.57
2026-08-06 14:44:53.994022,0.08,371.25,6.14
2026-08-06 14:44:54.001517,53.74,422.53,1.82
2026-08-06 14:44:54.019055,1e+31,1e+31,3.25
2026-08-06 14:44:54.026170,51.02,433.02,-4.83
2026-08-06 14:44:54.045054,1e+31,1e+31,7.78
2026-08-06 14:44:54.052143,39.54,402.29,-0.0
2026-08-06 14:44:54.072960,1e+31,1e+31,-0.22
2026-08-06 14:44:54.080319,42.46,395.31,0.17
2026-08-06 14:44:54.100738,0.02,428.02,-4.68
2026-08-06 14:44:54.108532,64.85,464.42,2.47
2026-08-06 14:44:54.127889,0.09,428.2,-4.86
2026-08-06 14:44:54.134894,46.21,415.48,-2.99
2026-08-06 14:44:54.155143,1e+31,1e+31,1.59
2026-08-06 14:44:54.164995,1e+31,409.1,1.57
2026-08-06 14:44:54.185046,0.63,679.36,-1.08
2026-08-06 14:44:54.189620,54.93,460.29,5.82
2026-08-06 14:44:54.197242,1e+31,1e+31,8.6
2026-08-06 14:44:54.213886,0.04,422.16,1.21
2026-08-06 14:45:53.408300,44.92,460.19,-8.2
2026-08-06 14:45:53.437296,1e+31,1e+31,2.96
2026-08-06 14:45:53.483805,45.68,442.99,3.93
2026-08-06 14:45:53.506605,0.09,377.17,-2.76
2026-08-06 14:45:53.514351,39.37,415.25,4.72
2026-08-06 14:45:53.539861,0.03,329.95,1.2
2026-08-06 14:45:53.550038,43.57,412.4,5.61
2026-08-06 14:45:53.571293,1e+31,1e+31,0.03
2026-08-06 14:45:53.579294,58.73,467.24,0.8
2026-08-06 14:45:53.599923,1e+31,1e+31,6.76
2026-08-06 14:45:53.609105,50.93,414.26,3.42
2026-08-06 14:45:53.633994,1e+31,1e+31,-0.8
2026-08-06 14:45:53.643419,45.8,403.74,-0.11
2026-08-06 14:45:53.668734,1e+31,1e+31,5.81
2026-08-06 14:45:53.678510,40.87,477.77,-6.06
2026-08-06 14:45:53.702780,1e+31,1e+31,-6.36
2026-08-06 14:45:53.711943,1e+31,495.36,5.66
2026-08-06 14:45:53.733431,1e+31,1e+31,-0.95
2026-08-06 14:45:53.742222,36.18,439.05,0.15
2026-08-06 14:45:53.764028,1e+31,1e+31,11.36
2026-08-06 14:45:53.771736,48.03,396.96,-7.64
2026-08-06 14:45:53.794705,1e+31,1e+31,4.2
2026-08-06 14:45:53.835278,1e+31,1e+31,-1.25
2026-08-06 14:45:53.870368,1e+31,1e+31,4.48
2026-08-06 14:45:53.900383,3.73,589.69,-1.94
2026-08-06 14:45:53.923618,1e+31,1e+31,-2.05
2026-08-06 14:45:53.946177,1e+31,1e+31,-3.85
2026-08-06 14:45:53.966630,1e+31,1e+31,-0.17
2026-08-06 14:45:53.973895,49.35,466.79,-3.7
2026-08-06 14:45:53.994022,0.08,370.64,-0.89
2026-08-06 14:45:54.001517,53.74,465.38,-2.44
2026-08-06 14:45:54.019055,1e+31,1e+31,3.78
2026-08-06 14:45:54.026170,50.95,422.53,1.82
2026-08-06 14:45:54.045054,1e+31,1e+31,-4.64
2026-08-06 14:45:54.052143,39.58,431.03,-0.91
2026-08-06 14:45:54.072960,1e+31,1e+31,-0.45
2026-08-06 14:45:54.080319,42.54,472.14,5.09
2026-08-06 14:45:54.100738,0.03,430.24,-1.41
2026-08-06 14:45:54.108532,64.89,419.44,-7.15
2026-08-06 14:45:54.127889,0.08,434.95,-14.34
2026-08-06 14:45:54.134894,46.21,427.2,-4.01
2026-08-06 14:45:54.155143,1e+31,1e+31,3.52
2026-08-06 14:45:54.164995,1e+31,407.96,-3.41
2026-08-06 14:45:54.185046,0.69,683.23,-2.71
2026-08-06 14:45:54.189620,54.88,472.4,3.91
2026-08-06 14:45:54.197242,1e+31,1e+31,-4.24
2026-08-06 14:45:54.213886,0.04,421.2,0.71
2026-08-06 14:46:53.408300,44.83,445.94,-3.77
2026-08-06 14:46:53.437296,1e+31,1e+31,-4.3
2026-08-06 14:46:53.483805,45.71,389.68,-2.84
2026-08-06 14:46:53.506605,0.09,377.73,4.52
2026-08-06 14:46:53.514351,39.37,440.64,1.51
2026-08-06 14:46:53.539861,1e+31,1e+31,-3.13
2026-08-06 14:46:53.550038,43.57,433.99,-6.41
2026-08-06 14:46:53.571293,1e+31,1e+31,-1.21
2026-08-06 14:46:53.579294,58.66,467.99,-3.07
2026-08-06 14:46:53.599923,1e+31,1e+31,5.48
2026-08-06 14:46:53.609105,50.93,384.75,1.01
2026-08-06 14:46:53.633994,1e+31,1e+31,1.92
2026-08-06 14:46:53.643419,45.58,450.76,-7.2
2026-08-06 14:46:53.668734,0.06,372.84,-2.52
2026-08-06 14:46:53.678510,40.96,393.61,6.36
2026-08-06 14:46:53.702780,1e+31,1e+31,2.63
2026-08-06 14:46:53.711943,1e+31,404.52,-4.38
2026-08-06 14:46:53.733431,1e+31,1e+31,-1.95
2026-08-06 14:46:53.742222,36.18,418.24,-0.7
2026-08-06 14:46:53.764028,1e+31,1e+31,7.69
2026-08-06 14:46:53.771736,48.03,415.02,5.23
2026-08-06 14:46:53.794705,1e+31,1e+31,0.82
2026-08-06 14:46:53.835278,1e+31,1e+31,-1.44
2026-08-06 14:46:53.870368,1e+31,1e+31,-6.19
2026-08-06 14:46:53.900383,1e+31,1e+31,-3.57
2026-08-06 14:46:53.923618,0.06,919.16,5.53
2026-08-06 14:46:53.946177,0.24,813.76,1.48
2026-08-06 14:46:53.966630,1e+31,1e+31,-0.74
2026-08-06 14:46:53.973895,49.33,474.35,2.62
2026-08-06 14:46:53.994022,0.1,370.63,-0.34
2026-08-06 14:46:54.001517,53.73,414.37,-4.19
2026-08-06 14:46:54.019055,1e+31,1e+31,6.41
2026-08-06 14:46:54.026170,50.88,443.68,2.47
2026-08-06 14:46:54.045054,1e+31,1e+31,6.6
2026-08-06 14:46:54.052143,39.62,415.74,11.84
2026-08-06 14:46:54.072960,1e+31,1e+31,-1.1
2026-08-06 14:46:54.080319,42.63,462.33,1.88
2026-08-06 14:46:54.100738,0.02,432.42,8.09
2026-08-06 14:46:54.108532,64.93,416.0,-6.43
2026-08-06 14:46:54.127889,0.1,421.73,-4.69
2026-08-06 14:46:54.134894,46.21,436.84,0.56
2026-08-06 14:46:54.155143,1e+31,1e+31,6.53
2026-08-06 14:46:54.164995,1e+31,388.24,-6.43
2026-08-06 14:46:54.185046,0.64,677.58,0.88
2026-08-06 14:46:54.189620,54.84,415.36,4.64
2026-08-06 14:46:54.197242,1e+31,1e+31,-0.51
2026-08-06 14:46:54.213886,0.04,423.87,-3.09
2026-08-06 14:47:53.408300,45.04,468.85,4.93
2026-08-06 14:47:53.437296,1e+31,1e+31,-4.09
2026-08-06 14:47:53.483805,45.71,480.74,-3.42
2026-08-06 14:47:53.506605,0.09,378.46,-5.05
2026-08-06 14:47:53.514351,39.37,460.43,-6.6
2026-08-06 14:47:53.539861,1e+31,1e+31,-3.09
2026-08-06 14:47:53.550038,44.0,436.79,-4.95
2026-08-06 14:47:53.571293,1e+31,1e+31,1.67
2026-08-06 14:47:53.579294,58.66,482.83,0.22
2026-08-06 14:47:53.599923,1e+31,1e+31,1.09
2026-08-06 14:47:53.609105,52.44,430.95,2.84
2026-08-06 14:47:53.633994,1e+31,1e+31,1.3
2026-08-06 14:47:53.643419,45.58,400.68,-4.38
2026-08-06 14:47:53.668734,0.04,372.19,2.74
2026-08-06 14:47:53.678510,41.28,431.46,3.65
2026-08-06 14:47:53.702780,1e+31,1e+31,-1.09
2026-08-06 14:47:53.711943,1e+31,426.08,6.88
2026-08-06 14:47:53.733431,1e+31,1e+31,1.08
2026-08-06 14:47:53.742222,36.18,402.38,0.26
2026-08-06 14:47:53.764028,1e+31,1e+31,5.1
2026-08-06 14:47:53.771736,48.03,457.83,10.63
2026-08-06 14:47:53.794705,1e+31,1e+31,5.38
2026-08-06 14:47:53.835278,1e+31,1e+31,-3.64
2026-08-06 14:47:53.870368,1e+31,1e+31,1.8
2026-08-06 14:47:53.900383,1e+31,1e+31,0.61
2026-08-06 14:47:53.923618,1e+31,1e+31,-7.51
2026-08-06 14:47:53.946177,1e+31,1e+31,2.99
2026-08-06 14:47:53.966630,1e+31,1e+31,0.31
2026-08-06 14:47:53.973895,49.31,453.34,4.19
2026-08-06 14:47:53.994022,1e+31,1e+31,9.28
2026-08-06 14:47:54.001517,53.73,452.17,-0.64
2026-08-06 14:47:54.019055,1e+31,1e+31,-1.5
2026-08-06 14:47:54.026170,50.8,398.81,4.43
2026-08-06 14:47:54.045054,1e+31,1e+31,-5.07
2026-08-06 14:47:54.052143,39.67,449.03,-9.04
2026-08-06 14:47:54.072960,1e+31,1e+31,5.42
2026-08-06 14:47:54.080319,42.71,472.1,-0.59
2026-08-06 14:47:54.100738,0.02,429.34,1.04
2026-08-06 14:47:54.108532,64.97,423.08,-8.15
2026-08-06 14:47:54.127889,0.08,429.38,-1.67
2026-08-06 14:47:54.134894,46.21,461.4,3.37
2026-08-06 14:47:54.155143,1e+31,1e+31,-6.65
2026-08-06 14:47:54.164995,1e+31,414.56,-0.33
2026-08-06 14:47:54.185046,0.68,679.49,-0.36
2026-08-06 14:47:54.189620,54.79,449.65,3.88
2026-08-06 14:47:54.197242,1e+31,1e+31,-1.35
2026-08-06 14:47:54.213886,0.04,423.47,-5.65
2026-08-06 14:48:53.408300,45.11,412.35,-4.84
2026-08-06 14:48:53.437296,1e+31,1e+31,-4.4
2026-08-06 14:48:53.483805,45.71,456.93,-9.68
2026-08-06 14:48:53.506605,0.08,376.12,-5.34
2026-08-06 14:48:53.514351,39.37,365.71,-2.05
2026-08-06 14:48:53.539861,1e+31,1e+31,-1.37
2026-08-06 14:48:53.550038,44.0,385.42,2.92
2026-08-06 14:48:53.571293,1e+31,1e+31,3.02
2026-08-06 14:48:53.579294,58.66,400.48,8.76
2026-08-06 14:48:53.599923,0.03,362.08,-4.41
2026-08-06 14:48:53.609105,50.93,465.51,1.94
2026-08-06 14:48:53.633994,1e+31,1e+31,-1.43
2026-08-06 14:48:53.643419,45.58,442.49,-0.05
2026-08-06 14:48:53.668734,0.04,374.28,-2.0
2026-08-06 14:48:53.678510,41.31,430.56,5.96
2026-08-06 14:48:53.702780,0.15,324.45,-0.79
2026-08-06 14:48:53.711943,1e+31,407.19,2.93
2026-08-06 14:48:53.733431,1e+31,1e+31,-1.68
2026-08-06 14:48:53.742222,36.27,414.96,7.24
2026-08-06 14:48:53.764028,1e+31,1e+31,-8.0
2026-08-06 14:48:53.771736,48.18,445.5,-4.76
2026-08-06 14:48:53.794705,0.05,315.9,-8.73
2026-08-06 14:48:53.835278,1e+31,1e+31,3.13
2026-08-06 14:48:53.870368,0.08,401.92,4.51
2026-08-06 14:48:53.900383,2.9,616.18,-12.77
2026-08-06 14:48:53.923618,1e+31,1e+31,-1.84
2026-08-06 14:48:53.946177,0.23,812.85,-4.87
2026-08-06 14:48:53.966630,1e+31,1e+31,3.49
2026-08-06 14:48:53.973895,49.29,459.78,4.57
2026-08-06 14:48:53.994022,1e+31,1e+31,2.6
2026-08-06 14:48:54.001517,53.73,465.67,3.79
2026-08-06 14:48:54.019055,1e+31,1e+31,0.12
2026-08-06 14:48:54.026170,50.73,454.82,3.97
2026-08-06 14:48:54.045054,1e+31,1e+31,-1.26
2026-08-06 14:48:54.052143,39.71,439.68,-5.56
2026-08-06 14:48:54.072960,0.15,453.17,-2.4
2026-08-06 14:48:54.080319,42.8,394.7,-1.82
2026-08-06 14:48:54.100738,0.02,429.93,1.71
2026-08-06 14:48:54.108532,65.01,419.91,-5.2
2026-08-06 14:48:54.127889,0.1,424.97,-3.92
2026-08-06 14:48:54.134894,46.21,490.8,-2.42
2026-08-06 14:48:54.155143,1e+31,1e+31,-2.52
2026-08-06 14:48:54.164995,1e+31,405.88,-4.78
2026-08-06 14:48:54.185046,0.68,679.29,7.06
2026-08-06 14:48:54.189620,54.74,437.54,-11.52
2026-08-06 14:48:54.197242,1e+31,1e+31,-8.69
2026-08-06 14:48:54.213886,0.03,420.05,-0.35
2026-08-06 14:49:53.408300,45.21,384.38,-0.26
2026-08-06 14:49:53.437296,1e+31,1e+31,-2.44
2026-08-06 14:49:53.483805,45.68,431.7,2.01
2026-08-06 14:49:53.506605,0.09,379.09,-1.41
2026-08-06 14:49:53.514351,39.1,450.41,3.0
2026-08-06 14:49:53.539861,0.03,329.36,-1.06
2026-08-06 14:49:53.550038,43.57,389.43,-0.04
2026-08-06 14:49:53.571293,1e+31,1e+31,-2.49
2026-08-06 14:49:53.579294,58.66,442.67,1.23
2026-08-06 14:49:53.599923,0.02,372.21,2.33
2026-08-06 14:49:53.609105,51.28,398.67,-4.76
2026-08-06 14:49:53.633994,1e+31,1e+31,4.55
2026-08-06 14:49:53.643419,45.8,422.26,-0.57
2026-08-06 14:49:53.668734,0.05,373.07,1.99
2026-08-06 14:49:53.678510,41.44,473.02,-2.01
2026-08-06 14:49:53.702780,1e+31,1e+31,2.71
2026-08-06 14:49:53.711943,1e+31,459.93,0.39
2026-08-06 14:49:53.733431,1e+31,1e+31,-4.46
2026-08-06 14:49:53.742222,36.45,410.09,-1.89
2026-08-06 14:49:53.764028,1e+31,1e+31,1.01
2026-08-06 14:49:53.771736,48.26,467.11,-1.35
2026-08-06 14:49:53.794705,1e+31,1e+31,2.81
2026-08-06 14:49:53.835278,1e+31,1e+31,10.0
2026-08-06 14:49:53.870368,1e+31,1e+31,7.13
2026-08-06 14:49:53.900383,1e+31,1e+31,-8.99
2026-08-06 14:49:53.923618,1e+31,1e+31,4.98
2026-08-06 14:49:53.946177,1e+31,1e+31,7.24
2026-08-06 14:49:53.966630,1e+31,1e+31,-5.12
2026-08-06 14:49:53.973895,49.27,469.69,0.04
2026-08-06 14:49:53.994022,1e+31,1e+31,2.51
2026-08-06 14:49:54.001517,53.73,365.31,0.26
2026-08-06 14:49:54.019055,1e+31,1e+31,1.3
2026-08-06 14:49:54.026170,50.65,505.25,1.55
2026-08-06 14:49:54.045054,1e+31,1e+31,-1.66
2026-08-06 14:49:54.052143,39.75,433.81,0.55
2026-08-06 14:49:54.072960,0.14,453.17,-8.19
2026-08-06 14:49:54.080319,42.88,453.93,10.43
2026-08-06 14:49:54.100738,0.02,431.14,1.02
2026-08-06 14:49:54.108532,65.05,369.54,-3.23
2026-08-06 14:49:54.127889,0.08,429.13,-0.25
2026-08-06 14:49:54.134894,46.21,488.03,-7.01
2026-08-06 14:49:54.155143,1e+31,1e+31,-1.72
2026-08-06 14:49:54.164995,1e+31,415.41,1.54
2026-08-06 14:49:54.185046,0.65,682.3,4.25
2026-08-06 14:49:54.189620,54.69,400.73,-0.58
2026-08-06 14:49:54.197242,1e+31,1e+31,-4.07
2026-08-06 14:49:54.213886,0.04,422.19,0.67
2026-08-06 14:50:53.408300,45.7,445.3,-2.96
2026-08-06 14:50:53.437296,1e+31,1e+31,1.11
2026-08-06 14:50:53.483805,45.71,383.42,-2.99
2026-08-06 14:50:53.506605,0.08,376.85,2.28
2026-08-06 14:50:53.514351,38.74,426.18,-2.87
2026-08-06 14:50:53.539861,0.03,331.76,-2.63
